year,team,conference,wins,losses,bowl_game,average_attendance,total_revenue,total_expense
2014,Navy,FBS Independents,8.0,5.0,True,36712.333333333336,,
2015,Navy,American Athletic,11.0,2.0,True,38254.5,,
2016,Navy,American Athletic,9.0,5.0,True,36080.38461538462,,
2017,Navy,American Athletic,7.0,6.0,True,38784.833333333336,,
2018,Navy,American Athletic,3.0,10.0,False,36629.307692307695,,
2019,Navy,American Athletic,11.0,2.0,True,35495.583333333336,,
2020,Navy,American Athletic,3.0,7.0,False,4640.0,,
2021,Navy,American Athletic,4.0,8.0,False,36169.0,,
2022,Navy,American Athletic,4.0,8.0,False,39952.72727272727,,
2023,Navy,American Athletic,5.0,7.0,False,31286.83333333333,,
2005,Nebraska,Big 12,8.0,4.0,True,7042.636363636364,55876334.0,55697329.0
2006,Nebraska,Big 12,9.0,5.0,True,76678.0,63723537.0,61667540.0
2007,Nebraska,Big 12,5.0,7.0,False,66611.75,70846908.0,65356468.0
2008,Nebraska,Big 12,9.0,4.0,True,76371.91666666667,75492884.0,74981110.0
2009,Nebraska,Big 12,10.0,4.0,True,0.0,74881383.0,70543505.0
2010,Nebraska,Big 12,10.0,4.0,True,0.0,73483733.0,71738068.0
2011,Nebraska,Big Ten,9.0,4.0,True,0.0,83679756.0,81916484.0
2012,Nebraska,Big Ten,10.0,4.0,True,77551.23076923077,81631252.0,77037282.0
2013,Nebraska,Big Ten,9.0,4.0,True,86282.08333333333,86916001.0,81666269.0
2014,Nebraska,Big Ten,9.0,4.0,True,79205.33333333333,94797692.0,90939273.0
2015,Nebraska,Big Ten,6.0,7.0,True,71226.66666666667,102157399.0,102523037.0
2016,Nebraska,Big Ten,9.0,4.0,True,81611.41666666667,112142961.0,108989919.0
2017,Nebraska,Big Ten,4.0,8.0,False,73057.08333333333,120205090.0,117979144.0
2018,Nebraska,Big Ten,4.0,8.0,False,85933.5,142223226.0,141063338.0
2019,Nebraska,Big Ten,5.0,7.0,False,70913.91666666667,136233460.0,134713519.0
2020,Nebraska,Big Ten,3.0,5.0,False,517.2857142857143,133629080.0,130582125.0
2021,Nebraska,Big Ten,3.0,9.0,False,76049.41666666667,92093093.0,104087284.0
2022,Nebraska,Big Ten,4.0,8.0,False,81906.72727272728,143423944.0,141181951.0
2023,Nebraska,Big Ten,5.0,7.0,False,74713.25,204831356.0,200870384.0
2005,Nevada,Western Athletic,9.0,3.0,True,0.0,18677243.0,20477381.0
2006,Nevada,Western Athletic,8.0,5.0,True,23222.090909090908,27280714.0,20175399.0
2007,Nevada,Western Athletic,6.0,7.0,True,15414.916666666666,21375121.0,21359986.0
2008,Nevada,Western Athletic,7.0,6.0,True,25378.666666666668,24383923.0,24051345.0
2009,Nevada,Western Athletic,8.0,5.0,True,0.0,22525614.0,23997850.0
2010,Nevada,Western Athletic,13.0,1.0,True,0.0,23157140.0,23988811.0
2011,Nevada,Western Athletic,7.0,6.0,True,0.0,22652490.0,23112105.0
2012,Nevada,Mountain West,7.0,6.0,True,25961.33333333333,21531926.0,22177509.0
2013,Nevada,Mountain West,4.0,8.0,False,33218.916666666664,26627415.0,27274229.0
2014,Nevada,Mountain West,7.0,6.0,True,26787.916666666668,27324338.0,27734777.0
2015,Nevada,Mountain West,7.0,6.0,True,28254.0,26954582.0,27013975.0
2016,Nevada,Mountain West,5.0,7.0,False,26077.33333333333,31018290.0,30911159.0
2017,Nevada,Mountain West,3.0,9.0,False,23998.83333333333,36955558.0,38982774.0
2018,Nevada,Mountain West,8.0,5.0,True,19400.83333333333,34288266.0,41381121.0
2019,Nevada,Mountain West,7.0,6.0,True,20844.58333333333,43653404.0,43436728.0
2020,Nevada,Mountain West,7.0,2.0,True,356.25,37855495.0,39721951.0
2021,Nevada,Mountain West,8.0,5.0,True,26088.0,35241573.0,34799540.0
2022,Nevada,Mountain West,2.0,10.0,False,20946.18181818182,47946637.0,45228707.0
2023,Nevada,Mountain West,2.0,10.0,False,26308.416666666668,49533190.0,49509846.0
2005,New Mexico,Mountain West,6.0,5.0,False,3308.181818181818,27594982.0,26216020.0
2006,New Mexico,Mountain West,6.0,7.0,True,31021.666666666668,24072788.0,26719944.0
2007,New Mexico,Mountain West,9.0,4.0,True,32335.08333333333,25586305.0,25822644.0
2008,New Mexico,Mountain West,4.0,8.0,False,29864.916666666668,35979959.0,36477159.0
2009,New Mexico,Mountain West,1.0,11.0,False,0.0,38376372.0,39368459.0
2010,New Mexico,Mountain West,1.0,11.0,False,0.0,37330784.0,37331322.0
2011,New Mexico,Mountain West,1.0,11.0,False,0.0,40287108.0,40428116.0
2012,New Mexico,Mountain West,4.0,9.0,False,31190.384615384617,43284573.0,44321779.0
2013,New Mexico,Mountain West,3.0,9.0,False,28935.166666666668,44345840.0,45046275.0
2014,New Mexico,Mountain West,4.0,8.0,False,18002.75,47199769.0,47082167.0
2015,New Mexico,Mountain West,7.0,6.0,True,23735.0,42353920.0,42180916.0
2016,New Mexico,Mountain West,9.0,4.0,True,19916.25,42820441.0,44465814.0
2017,New Mexico,Mountain West,3.0,9.0,False,28995.0,44421019.0,44356217.0
2018,New Mexico,Mountain West,3.0,9.0,False,24375.33333333333,41936043.0,41936043.0
2019,New Mexico,Mountain West,2.0,10.0,False,22944.33333333333,40832286.0,40832286.0
2020,New Mexico,Mountain West,2.0,5.0,False,149.71428571428572,36789599.0,38408365.0
2021,New Mexico,Mountain West,3.0,9.0,False,24157.58333333333,36995937.0,35284244.0
2022,New Mexico,Mountain West,2.0,10.0,False,24271.636363636364,44881065.0,44865758.0
2023,New Mexico,Mountain West,4.0,8.0,False,26079.416666666668,47763222.0,47048657.0
2005,New Mexico State,Western Athletic,0.0,12.0,False,0.0,12856716.0,12643034.0
2006,New Mexico State,Western Athletic,4.0,8.0,False,20142.5,18550016.0,16844756.0
2007,New Mexico State,Western Athletic,4.0,9.0,False,25003.76923076923,16953694.0,21793202.0
2008,New Mexico State,Western Athletic,3.0,9.0,False,25652.08333333333,25379586.0,28298002.0
2009,New Mexico State,Western Athletic,3.0,10.0,False,0.0,26896469.0,28791357.0
2010,New Mexico State,Western Athletic,2.0,10.0,False,0.0,25433613.0,26994899.0
2011,New Mexico State,Western Athletic,4.0,9.0,False,0.0,26997597.0,25782307.0
2012,New Mexico State,Western Athletic,1.0,11.0,False,22153.83333333333,28559494.0,27426388.0
2013,New Mexico State,FBS Independents,2.0,10.0,False,28521.916666666668,30105460.0,28484118.0
2014,New Mexico State,Sun Belt,2.0,10.0,False,22715.166666666668,29287917.0,29513451.0
2015,New Mexico State,Sun Belt,3.0,9.0,False,27706.58333333333,26986841.0,26874116.0
2016,New Mexico State,Sun Belt,3.0,9.0,False,21969.83333333333,26505116.0,27077217.0
2017,New Mexico State,Sun Belt,7.0,6.0,True,25672.5,26114479.0,23507513.0
2018,New Mexico State,FBS Independents,3.0,9.0,False,20346.5,26320230.0,25693309.0
2019,New Mexico State,FBS Independents,2.0,10.0,False,28004.0,28010801.0,28011103.0
2020,New Mexico State,FBS Independents,1.0,1.0,False,,28761802.0,28754412.0
2021,New Mexico State,FBS Independents,2.0,10.0,False,23401.666666666668,25489278.0,25482825.0
2022,New Mexico State,FBS Independents,7.0,6.0,True,27481.444444444445,30350192.0,32457148.0
2023,New Mexico State,Conference USA,10.0,5.0,True,22239.07692307692,31776454.0,37150568.0
2005,North Carolina,ACC,5.0,6.0,False,0.0,54838851.0,54617880.0
2006,North Carolina,ACC,3.0,9.0,False,51377.16666666666,60034233.0,59943877.0
2007,North Carolina,ACC,4.0,8.0,False,47492.41666666666,62166396.0,63008867.0
2008,North Carolina,ACC,8.0,5.0,True,50992.41666666666,66148186.0,65929532.0
2009,North Carolina,ACC,8.0,5.0,True,0.0,74644557.0,74462225.0
2010,North Carolina,ACC,8.0,5.0,True,0.0,72825407.0,72685335.0
2011,North Carolina,ACC,7.0,6.0,True,0.0,75606311.0,74312602.0
2012,North Carolina,ACC,8.0,4.0,False,47792.91666666666,82424430.0,81921783.0
2013,North Carolina,ACC,7.0,6.0,True,51940.083333333336,82792342.0,82735139.0
2014,North Carolina,ACC,6.0,7.0,True,55822.91666666666,83771913.0,83463221.0
2015,North Carolina,ACC,11.0,3.0,True,53118.769230769234,89128256.0,89080843.0
2016,North Carolina,ACC,8.0,5.0,True,54498.66666666666,95175985.0,95175985.0
2017,North Carolina,ACC,3.0,9.0,False,47559.25,96551626.0,96540823.0
2018,North Carolina,ACC,2.0,9.0,False,43113.72727272727,104571404.0,102430558.0
2019,North Carolina,ACC,7.0,6.0,True,49408.91666666666,107812619.0,110809706.0
2020,North Carolina,ACC,8.0,4.0,True,4434.818181818182,110410009.0,113022409.0
2021,North Carolina,ACC,6.0,7.0,True,50694.5,101865616.0,101916048.0
2022,North Carolina,ACC,9.0,5.0,True,43756.25,122603567.0,120314967.0
2023,North Carolina,ACC,8.0,5.0,True,52712.27272727273,139353091.0,139079504.0
2005,North Texas,Sun Belt,2.0,9.0,False,0.0,10643248.0,13749794.0
2006,North Texas,Sun Belt,3.0,9.0,False,22007.666666666668,9480461.0,14127731.0
2007,North Texas,Sun Belt,2.0,10.0,False,26268.33333333333,9447205.0,16192280.0
2008,North Texas,Sun Belt,1.0,11.0,False,24930.33333333333,10243090.0,16449462.0
2009,North Texas,Sun Belt,2.0,10.0,False,0.0,10333289.0,17184137.0
2010,North Texas,Sun Belt,3.0,9.0,False,0.0,10201988.0,17105046.0
2011,North Texas,Sun Belt,5.0,7.0,False,0.0,11259222.0,18935422.0
2012,North Texas,Sun Belt,4.0,8.0,False,26300.166666666668,19029641.0,26542476.0
2013,North Texas,Conference USA,9.0,4.0,True,27123.75,28800436.0,28926470.0
2014,North Texas,Conference USA,4.0,8.0,False,28026.166666666668,31617094.0,31182673.0
2015,North Texas,Conference USA,1.0,11.0,False,27529.08333333333,31312298.0,31268741.0
2016,North Texas,Conference USA,5.0,8.0,True,26015.75,33278988.0,34155537.0
2017,North Texas,Conference USA,9.0,5.0,True,23875.53846153846,32150203.0,36363381.0
2018,North Texas,Conference USA,9.0,4.0,True,24613.08333333333,38002376.0,38635792.0
2019,North Texas,Conference USA,4.0,8.0,False,21743.58333333333,40758582.0,39908256.0
2020,North Texas,Conference USA,4.0,6.0,True,6448.666666666667,40063461.0,39895956.0
2021,North Texas,Conference USA,6.0,7.0,True,21039.90909090909,46699117.0,43975838.0
2022,North Texas,Conference USA,7.0,7.0,True,23629.153846153848,44477324.0,44222540.0
2023,North Texas,American Athletic,5.0,7.0,False,19747.08333333333,49188482.0,49720154.0
2005,Northern Illinois,Mid-American,7.0,5.0,False,2176.9166666666665,15859206.0,15208205.0
2006,Northern Illinois,Mid-American,7.0,6.0,True,28120.33333333333,17537089.0,16670569.0
2007,Northern Illinois,Mid-American,2.0,10.0,False,28146.25,19400270.0,18934750.0
2008,Northern Illinois,Mid-American,6.0,7.0,True,26061.58333333333,23342006.0,22448970.0
2009,Northern Illinois,Mid-American,7.0,6.0,True,0.0,21243679.0,23770449.0
2010,Northern Illinois,Mid-American,11.0,3.0,True,0.0,22210800.0,21899024.0
2011,Northern Illinois,Mid-American,11.0,3.0,True,0.0,24148602.0,22793622.0
2012,Northern Illinois,Mid-American,12.0,2.0,True,17467.846153846152,23504505.0,23863877.0
2013,Northern Illinois,Mid-American,12.0,2.0,True,25368.07692307692,26259284.0,25294053.0
2014,Northern Illinois,Mid-American,11.0,3.0,True,16695.46153846154,27007054.0,26130115.0
2015,Northern Illinois,Mid-American,8.0,6.0,True,24022.23076923077,27634930.0,27276559.0
2016,Northern Illinois,Mid-American,5.0,7.0,False,13428.833333333334,28521887.0,28746741.0
2017,Northern Illinois,Mid-American,8.0,5.0,True,20319.416666666668,25795597.0,25661395.0
2018,Northern Illinois,Mid-American,8.0,6.0,True,23316.76923076923,25856400.0,25821426.0
2019,Northern Illinois,Mid-American,5.0,7.0,False,21533.166666666668,28057388.0,26483239.0
2020,Northern Illinois,Mid-American,0.0,6.0,False,337.8333333333333,22017213.0,21809635.0
2021,Northern Illinois,Mid-American,9.0,5.0,True,20020.615384615383,17125504.0,17717741.0
2022,Northern Illinois,Mid-American,3.0,9.0,False,16355.636363636364,22177045.0,24097387.0
2023,Northern Illinois,Mid-American,7.0,6.0,True,19544.545454545456,24157870.0,26413529.0
2005,Ohio,Mid-American,4.0,7.0,False,0.0,14457896.0,14986448.0
2006,Ohio,Mid-American,9.0,5.0,True,23189.92307692308,16422486.0,16704043.0
2007,Ohio,Mid-American,6.0,6.0,False,14577.166666666666,20070873.0,20734683.0
2008,Ohio,Mid-American,4.0,8.0,False,24460.83333333333,19450560.0,20297059.0
2009,Ohio,Mid-American,9.0,5.0,True,0.0,20092230.0,21893603.0
2010,Ohio,Mid-American,8.0,5.0,True,0.0,23905953.0,22875238.0
2011,Ohio,Mid-American,10.0,4.0,True,0.0,25470296.0,22841117.0
2012,Ohio,Mid-American,9.0,4.0,True,26471.58333333333,28671520.0,24408346.0
2013,Ohio,Mid-American,7.0,6.0,True,19223.666666666668,27265061.0,27027550.0
2014,Ohio,Mid-American,6.0,6.0,False,23322.33333333333,27720000.0,27298719.0
2015,Ohio,Mid-American,8.0,5.0,True,21154.916666666668,28709413.0,27110443.0
2016,Ohio,Mid-American,8.0,6.0,True,27538.23076923077,31882732.0,31168868.0
2017,Ohio,Mid-American,9.0,4.0,True,19064.416666666668,32234688.0,32621410.0
2018,Ohio,Mid-American,9.0,4.0,True,16511.833333333332,33310037.0,35869324.0
2019,Ohio,Mid-American,7.0,6.0,True,18802.666666666668,34763420.0,34677243.0
2020,Ohio,Mid-American,2.0,1.0,False,1040.3333333333333,31016396.0,31093223.0
2021,Ohio,Mid-American,3.0,9.0,False,16590.916666666668,26320785.0,26434522.0
2022,Ohio,Mid-American,10.0,4.0,True,26928.384615384617,29335290.0,31309063.0
2023,Ohio,Mid-American,10.0,3.0,True,16901.25,29970069.0,33220845.0
2005,Ohio State,Big Ten,10.0,2.0,True,0.0,89700979.0,89580307.0
2006,Ohio State,Big Ten,12.0,1.0,True,89138.33333333333,104704852.0,101804852.0
2007,Ohio State,Big Ten,11.0,2.0,True,87130.5,109382222.0,109197920.0
2008,Ohio State,Big Ten,10.0,3.0,True,91450.41666666669,115737022.0,114264848.0
2009,Ohio State,Big Ten,11.0,2.0,True,0.0,119711581.0,119859608.0
2010,Ohio State,Big Ten,12.0,1.0,True,0.0,123174176.0,122739754.0
2011,Ohio State,Big Ten,6.0,7.0,True,0.0,131815821.0,122286869.0
2012,Ohio State,Big Ten,12.0,0.0,False,96346.0,142043057.0,124419412.0
2013,Ohio State,Big Ten,12.0,2.0,True,86104.30769230769,139639307.0,116026329.0
2014,Ohio State,Big Ten,14.0,1.0,True,87982.07692307692,145232681.0,113937001.0
2015,Ohio State,Big Ten,12.0,1.0,True,90476.75,167166065.0,156969195.0
2016,Ohio State,Big Ten,11.0,2.0,True,95761.41666666669,170789765.0,169075013.0
2017,Ohio State,Big Ten,12.0,2.0,True,91280.76923076923,185409602.0,175743681.0
2018,Ohio State,Big Ten,13.0,1.0,True,86829.38461538461,205556663.0,206472651.0
2019,Ohio State,Big Ten,13.0,1.0,True,86227.76923076923,210548239.0,223605396.0
2020,Ohio State,Big Ten,7.0,1.0,True,1586.4,233871740.0,218651265.0
2021,Ohio State,Big Ten,11.0,2.0,True,85612.0,106896918.0,171618051.0
2022,Ohio State,Big Ten,11.0,2.0,True,91940.41666666669,251615345.0,227906141.0
2023,Ohio State,Big Ten,11.0,2.0,True,87376.0,279549337.0,276839796.0
2005,Oklahoma,Big 12,8.0,4.0,True,0.0,63382024.0,62897773.0
2006,Oklahoma,Big 12,11.0,3.0,True,72667.46153846153,64521972.0,64322580.0
2007,Oklahoma,Big 12,11.0,3.0,True,71285.53846153847,69430571.0,69266318.0
2008,Oklahoma,Big 12,12.0,2.0,True,73860.23076923077,77098008.0,76945882.0
2009,Oklahoma,Big 12,8.0,5.0,True,0.0,81487835.0,81404991.0
2010,Oklahoma,Big 12,12.0,2.0,True,0.0,98512287.0,87678197.0
2011,Oklahoma,Big 12,10.0,3.0,True,0.0,104338844.0,94363928.0
2012,Oklahoma,Big 12,10.0,3.0,True,71601.75,106456616.0,96250328.0
2013,Oklahoma,Big 12,11.0,2.0,True,73714.33333333333,123805661.0,102447553.0
2014,Oklahoma,Big 12,8.0,5.0,True,70968.25,129226692.0,113366698.0
2015,Oklahoma,Big 12,11.0,2.0,True,74482.5,134269349.0,128260251.0
2016,Oklahoma,Big 12,11.0,2.0,True,75074.5,150373216.0,132611840.0
2017,Oklahoma,Big 12,12.0,2.0,True,73938.61538461539,155238481.0,138456780.0
2018,Oklahoma,Big 12,12.0,2.0,True,77475.38461538461,175325500.0,153189153.0
2019,Oklahoma,Big 12,12.0,2.0,True,69153.53846153847,163126695.0,163835791.0
2020,Oklahoma,Big 12,9.0,2.0,True,19681.5,159116745.0,162958014.0
2021,Oklahoma,Big 12,11.0,2.0,True,67703.91666666667,143668948.0,145100455.0
2022,Oklahoma,Big 12,6.0,7.0,True,74290.91666666667,177320217.0,182403214.0
2023,Oklahoma,Big 12,10.0,3.0,True,66958.90909090909,199295570.0,205514920.0
2005,Oklahoma State,Big 12,4.0,7.0,False,3987.0,51250746.0,55433091.0
2006,Oklahoma State,Big 12,7.0,6.0,True,43342.833333333336,241364906.0,80300988.0
2007,Oklahoma State,Big 12,7.0,6.0,True,51403.16666666666,57521622.0,66435650.0
2008,Oklahoma State,Big 12,9.0,4.0,True,54773.333333333336,98874092.0,89801118.0
2009,Oklahoma State,Big 12,9.0,4.0,True,0.0,55953397.0,75982440.0
2010,Oklahoma State,Big 12,11.0,2.0,True,0.0,106362128.0,83748207.0
2011,Oklahoma State,Big 12,12.0,1.0,True,0.0,82631915.0,66937207.0
2012,Oklahoma State,Big 12,8.0,5.0,True,54035.16666666666,87270598.0,96782619.0
2013,Oklahoma State,Big 12,10.0,3.0,True,58938.333333333336,93664337.0,96551860.0
2014,Oklahoma State,Big 12,7.0,6.0,True,54106.75,117803302.0,109648000.0
2015,Oklahoma State,Big 12,10.0,3.0,True,56660.833333333336,95931739.0,93144396.0
2016,Oklahoma State,Big 12,10.0,3.0,True,52634.16666666666,93672676.0,92926534.0
2017,Oklahoma State,Big 12,10.0,3.0,True,56549.41666666666,91644865.0,89833094.0
2018,Oklahoma State,Big 12,7.0,6.0,True,51410.25,88516367.0,88228667.0
2019,Oklahoma State,Big 12,8.0,5.0,True,54177.66666666666,95335482.0,95008483.0
2020,Oklahoma State,Big 12,8.0,3.0,True,14174.9,93608058.0,92501090.0
2021,Oklahoma State,Big 12,12.0,2.0,True,56788.769230769234,64498660.0,78691353.0
2022,Oklahoma State,Big 12,7.0,6.0,True,54965.833333333336,104404398.0,103317156.0
2023,Oklahoma State,Big 12,10.0,4.0,True,53320.84615384616,122009946.0,121003194.0
2005,Old Dominion,,,,,,12324287.0,11119357.0
2006,Old Dominion,,,,,,15035087.0,13990585.0
2007,Old Dominion,,,,,,16867013.0,17791173.0
2008,Old Dominion,,,,,,20964520.0,20531677.0
2009,Old Dominion,FCS Independents,9.0,2.0,False,,27219527.0,25520288.0
2010,Old Dominion,FCS Independents,8.0,3.0,False,,32475822.0,29048014.0
2011,Old Dominion,CAA,10.0,3.0,False,,32893744.0,30909628.0
2012,Old Dominion,CAA,10.0,1.0,False,,35247421.0,34375037.0
2013,Old Dominion,,,,,,36929483.0,35561455.0
2014,Old Dominion,Conference USA,6.0,6.0,False,22965.25,41061440.0,41118876.0
2015,Old Dominion,Conference USA,5.0,7.0,False,19407.33333333333,43994715.0,42780118.0
2016,Old Dominion,Conference USA,10.0,3.0,True,21521.166666666668,44681935.0,43998223.0
2017,Old Dominion,Conference USA,5.0,7.0,False,22305.166666666668,46203813.0,46181753.0
2018,Old Dominion,Conference USA,4.0,8.0,False,19252.5,44271033.0,45189213.0
2019,Old Dominion,Conference USA,1.0,11.0,False,22797.416666666668,46956655.0,49376061.0
2020,Old Dominion,,,,,,49426473.0,49411842.0
2021,Old Dominion,Conference USA,6.0,7.0,True,16794.727272727272,41472704.0,38234460.0
2022,Old Dominion,Sun Belt,3.0,9.0,False,23151.272727272728,53419653.0,51914920.0
2023,Old Dominion,Sun Belt,6.0,7.0,True,23844.25,50954029.0,54028983.0
2005,Ole Miss,SEC,3.0,8.0,False,4570.181818181818,28721832.0,28721832.0
2006,Ole Miss,SEC,4.0,8.0,False,62173.833333333336,29412948.0,29412948.0
2007,Ole Miss,SEC,3.0,9.0,False,51169.5,33782527.0,33782527.0
2008,Ole Miss,SEC,9.0,4.0,True,62673.583333333336,34769709.0,34769709.0
2009,Ole Miss,SEC,9.0,4.0,True,0.0,41290128.0,41290128.0
2010,Ole Miss,SEC,4.0,8.0,False,0.0,45737904.0,45737904.0
2011,Ole Miss,SEC,2.0,10.0,False,0.0,49180892.0,47109301.0
2012,Ole Miss,SEC,7.0,6.0,True,64266.0,51858993.0,51708064.0
2013,Ole Miss,SEC,8.0,5.0,True,66751.0,73390050.0,71315807.0
2014,Ole Miss,SEC,9.0,4.0,True,59988.833333333336,75849000.0,73293496.0
2015,Ole Miss,SEC,10.0,3.0,True,68809.83333333333,87602519.0,82399898.0
2016,Ole Miss,SEC,5.0,7.0,False,68797.58333333333,110524705.0,97105043.0
2017,Ole Miss,SEC,6.0,6.0,False,62589.16666666666,117834511.0,108885512.0
2018,Ole Miss,SEC,5.0,7.0,False,59106.083333333336,110912617.0,116812268.0
2019,Ole Miss,SEC,4.0,8.0,False,57411.25,108442428.0,113013400.0
2020,Ole Miss,SEC,5.0,5.0,True,13826.777777777776,105875209.0,113008288.0
2021,Ole Miss,SEC,10.0,3.0,True,64299.75,127394340.0,109763195.0
2022,Ole Miss,SEC,8.0,5.0,True,65263.16666666666,133557937.0,138796990.0
2023,Ole Miss,SEC,11.0,2.0,True,66066.83333333333,142171362.0,150195985.0
2005,Oregon,Pac-10,10.0,2.0,True,5288.090909090909,39976635.0,40107833.0
2006,Oregon,Pac-10,7.0,6.0,True,53016.333333333336,45197269.0,44711104.0
2007,Oregon,Pac-10,9.0,4.0,True,62164.083333333336,50489771.0,49531150.0
2008,Oregon,Pac-10,10.0,3.0,True,58014.66666666666,56623901.0,56259942.0
2009,Oregon,Pac-10,10.0,3.0,True,0.0,59049245.0,60248727.0
2010,Oregon,Pac-10,12.0,1.0,True,0.0,122394483.0,77856232.0
2011,Oregon,Pac-12,12.0,2.0,True,0.0,85819699.0,76274142.0
2012,Oregon,Pac-12,12.0,1.0,True,61074.16666666666,94635829.0,89709350.0
2013,Oregon,Pac-12,11.0,2.0,True,56434.833333333336,115241070.0,94972708.0
2014,Oregon,Pac-12,13.0,2.0,True,54578.92307692308,196030398.0,110378432.0
2015,Oregon,Pac-12,9.0,4.0,True,58384.91666666666,105701523.0,103880557.0
2016,Oregon,Pac-12,4.0,8.0,False,54965.66666666666,111701175.0,110202688.0
2017,Oregon,Pac-12,7.0,6.0,True,53539.333333333336,145417315.0,119945650.0
2018,Oregon,Pac-12,9.0,4.0,True,48050.833333333336,122541827.0,119811239.0
2019,Oregon,Pac-12,12.0,2.0,True,53806.07692307692,127508498.0,128943543.0
2020,Oregon,Pac-12,4.0,3.0,True,0.1666666666666666,391769609.0,120884588.0
2021,Oregon,Pac-12,10.0,4.0,True,54343.769230769234,117521817.0,101243145.0
2022,Oregon,Pac-12,10.0,3.0,True,49837.583333333336,153510555.0,140565297.0
2023,Oregon,Pac-12,12.0,2.0,True,54651.53846153846,150605799.0,146778941.0
2005,Oregon State,Pac-10,5.0,6.0,False,3842.090909090909,37245356.0,36106183.0
2006,Oregon State,Pac-10,10.0,4.0,True,45563.230769230766,53601943.0,55324993.0
2007,Oregon State,Pac-10,9.0,4.0,True,46731.75,52471427.0,54910688.0
2008,Oregon State,Pac-10,9.0,4.0,True,54128.5,52875339.0,52128314.0
2009,Oregon State,Pac-10,8.0,5.0,True,0.0,53142889.0,54576139.0
2010,Oregon State,Pac-10,5.0,7.0,False,0.0,55613345.0,52669946.0
2011,Oregon State,Pac-12,3.0,9.0,False,0.0,55544015.0,54589335.0
2012,Oregon State,Pac-12,9.0,4.0,True,47851.5,58706837.0,57819032.0
2013,Oregon State,Pac-12,7.0,6.0,True,44373.333333333336,65467970.0,64185065.0
2014,Oregon State,Pac-12,5.0,7.0,False,45721.083333333336,63301794.0,73020003.0
2015,Oregon State,Pac-12,2.0,10.0,False,46467.25,64876006.0,72557984.0
2016,Oregon State,Pac-12,4.0,8.0,False,43683.333333333336,72731247.0,77667683.0
2017,Oregon State,Pac-12,1.0,11.0,False,39400.583333333336,78959875.0,82730626.0
2018,Oregon State,Pac-12,2.0,10.0,False,44543.333333333336,80712000.0,88600330.0
2019,Oregon State,Pac-12,5.0,7.0,False,35595.583333333336,82058386.0,82364021.0
2020,Oregon State,Pac-12,2.0,5.0,False,42.0,72448232.0,77034653.0
2021,Oregon State,Pac-12,7.0,6.0,True,37956.91666666666,47341469.0,68585989.0
2022,Oregon State,Pac-12,10.0,3.0,True,37285.333333333336,83480015.0,87729627.0
2023,Oregon State,Pac-12,8.0,5.0,True,38993.833333333336,91588297.0,98423805.0
2005,Penn State,Big Ten,11.0,1.0,True,19804.81818181818,60785496.0,60218635.0
2006,Penn State,Big Ten,9.0,4.0,True,93671.83333333331,,
2007,Penn State,Big Ten,9.0,4.0,True,83819.33333333333,,
2008,Penn State,Big Ten,11.0,2.0,True,86423.41666666667,,
2009,Penn State,Big Ten,11.0,2.0,True,0.0,,
2010,Penn State,Big Ten,7.0,6.0,True,0.0,106614724.0,88041921.0
2011,Penn State,Big Ten,9.0,4.0,True,0.0,116118025.0,101336483.0
2012,Penn State,Big Ten,8.0,4.0,False,81344.91666666667,108252281.0,107389258.0
2013,Penn State,Big Ten,7.0,5.0,False,79192.75,104751464.0,110737200.0
2014,Penn State,Big Ten,7.0,6.0,True,84114.66666666667,117590990.0,117440639.0
2015,Penn State,Big Ten,7.0,6.0,True,87829.83333333333,125720619.0,122271407.0
2016,Penn State,Big Ten,11.0,3.0,True,82486.23076923077,132248076.0,129349149.0
2017,Penn State,Big Ten,11.0,2.0,True,90399.91666666669,144017055.0,138724055.0
2018,Penn State,Big Ten,9.0,4.0,True,86638.33333333333,165373214.0,155184697.0
2019,Penn State,Big Ten,11.0,2.0,True,90712.08333333331,164529326.0,160369805.0
2020,Penn State,Big Ten,4.0,5.0,False,610.5555555555555,165077390.0,157908311.0
2021,Penn State,Big Ten,7.0,6.0,True,92488.66666666669,106159518.0,130050505.0
2022,Penn State,Big Ten,11.0,2.0,True,95521.0,181227448.0,170542050.0
2023,Penn State,Big Ten,10.0,3.0,True,86855.16666666667,202200023.0,202073671.0
2005,Pittsburgh,Big East,5.0,6.0,False,3921.363636363637,,
2006,Pittsburgh,Big East,6.0,6.0,False,38929.0,,
2007,Pittsburgh,Big East,5.0,7.0,False,41761.16666666666,,
2008,Pittsburgh,Big East,9.0,4.0,True,47280.583333333336,,
2009,Pittsburgh,Big East,10.0,3.0,True,0.0,,
2010,Pittsburgh,Big East,8.0,5.0,True,0.0,,
2011,Pittsburgh,Big East,6.0,7.0,True,0.0,,
2012,Pittsburgh,Big East,6.0,7.0,True,40781.66666666666,,
2013,Pittsburgh,ACC,7.0,6.0,True,46714.91666666666,,
2014,Pittsburgh,ACC,6.0,7.0,True,40570.583333333336,,
2015,Pittsburgh,ACC,8.0,5.0,True,40186.833333333336,,
2016,Pittsburgh,ACC,8.0,5.0,True,43488.583333333336,,
2017,Pittsburgh,ACC,5.0,7.0,False,43252.5,,
2018,Pittsburgh,ACC,7.0,7.0,True,46625.15384615384,,
2019,Pittsburgh,ACC,8.0,5.0,True,48076.5,,
2020,Pittsburgh,ACC,6.0,5.0,False,5950.0,,
