Year,Team,Conference,Wins,Losses,Bowl Game,Average Attendance
2011,UAlbany,NEC,8,4,False,
2011,Air Force,Mountain West,7,6,True,0.0
2011,Akron,Mid-American,1,11,False,0.0
2011,Alabama A&M,SWAC,8,3,False,
2011,Alabama State,SWAC,8,3,False,0.0
2011,Alcorn State,SWAC,2,8,False,
2011,App State,Southern,8,4,False,0.0
2011,Arkansas-Pine Bluff,SWAC,6,5,False,
2011,Arkansas State,Sun Belt,10,3,True,0.0
2011,Austin Peay,OVC,3,8,False,0.0
2011,Ball State,Mid-American,6,6,False,0.0
2011,Bethune-Cookman,MEAC,8,3,False,0.0
2011,Bucknell,Patriot,6,5,False,
2011,Buffalo,Mid-American,3,9,False,0.0
2011,Butler,Pioneer,5,6,False,
2011,Campbell,Pioneer,6,5,False,
2011,Central Arkansas,Southland,9,4,False,0.0
2011,Central Connecticut,NEC,4,7,False,
2011,UCF,Conference USA,5,7,False,0.0
2011,Central Michigan,Mid-American,3,9,False,0.0
2011,Charleston Southern,Big South,0,10,False,0.0
2011,Cincinnati,Big East,10,3,True,0.0
2011,Colgate,Patriot,5,6,False,
2011,Davidson,Pioneer,4,7,False,
2011,Dayton,Pioneer,6,5,False,
2011,Delaware State,MEAC,3,8,False,
2011,Drake,Pioneer,9,2,False,
2011,Duquesne,NEC,9,2,False,
2011,Eastern Illinois,OVC,2,9,False,0.0
2011,Eastern Kentucky,OVC,7,5,False,0.0
2011,Eastern Michigan,Mid-American,6,6,False,0.0
2011,Elon,Southern,5,6,False,0.0
2011,Florida Atlantic,Sun Belt,1,11,False,0.0
2011,Florida International,Sun Belt,8,5,True,0.0
2011,Fordham,Patriot,1,10,False,0.0
2011,Gardner-Webb,Big South,4,6,False,0.0
2011,Georgia State,FCS Independents,3,8,False,0.0
2011,Hampton,MEAC,7,4,False,
2011,Illinois State,MVFC,7,4,False,
2011,Iowa,Big Ten,7,6,True,0.0
2011,Jackson State,SWAC,9,2,False,
2011,Kansas,Big 12,2,10,False,0.0
2011,Kansas State,Big 12,10,3,True,0.0
2011,Kent State,Mid-American,5,7,False,0.0
2011,Lamar,Southland,4,7,False,
2011,Lehigh,Patriot,11,1,False,
2011,Liberty,Big South,6,4,False,0.0
2011,Louisiana Tech,Western Athletic,8,5,True,0.0
2011,Marist,Pioneer,4,7,False,
2011,McNeese,Southland,6,5,False,0.0
2011,Miami,ACC,6,6,False,0.0
2011,Middle Tennessee,Sun Belt,2,10,False,0.0
2011,Mississippi Valley State,SWAC,1,10,False,
2011,Monmouth,NEC,5,6,False,
2011,Morehead State,Pioneer,3,8,False,
2011,Morgan State,MEAC,5,6,False,0.0
2011,Navy,FBS Independents,5,7,False,0.0
2011,North Carolina Central,MEAC,2,9,False,0.0
2011,UL Monroe,Sun Belt,4,8,False,0.0
2011,UNLV,Mountain West,2,10,False,0.0
2011,Nevada,Western Athletic,7,6,True,0.0
2011,Nicholls,Southland,1,10,False,0.0
2011,North Carolina A&T,MEAC,5,6,False,
2011,North Dakota State,MVFC,11,1,False,0.0
2011,Norfolk State,MEAC,9,3,False,0.0
2011,Northern Colorado,Big Sky,0,11,False,0.0
2011,Northern Illinois,Mid-American,11,3,True,0.0
2011,Northern Iowa,MVFC,10,2,False,0.0
2011,Northern Arizona,Big Sky,4,7,False,0.0
2011,Northwestern State,Southland,5,6,False,0.0
2011,Oregon,Pac-12,12,2,True,0.0
2011,Portland State,Big Sky,7,4,False,0.0
2011,Prairie View A&M,SWAC,5,6,False,
2011,Presbyterian,Big South,3,7,False,0.0
2011,Purdue,Big Ten,7,6,True,0.0
2011,Robert Morris,NEC,2,9,False,
2011,Sacred Heart,NEC,5,6,False,
2011,Sam Houston,Southland,12,0,False,0.0
2011,Samford,Southern,6,5,False,0.0
2011,Savannah St,MEAC,1,10,False,
2011,SE Louisiana,Southland,3,8,False,0.0
2011,Southeast Missouri State,OVC,3,8,False,0.0
2011,SMU,Conference USA,8,5,True,0.0
2011,South Carolina State,MEAC,7,4,False,0.0
2011,South Dakota State,MVFC,5,6,False,0.0
2011,Southern Miss,Conference USA,12,2,True,0.0
2011,South Carolina,SEC,11,2,True,0.0
2011,Southern,SWAC,4,7,False,
2011,St. Francis (PA),NEC,2,9,False,
2011,Stephen F. Austin,Southland,6,5,False,0.0
2011,Stony Brook,Big South,8,4,False,0.0
2011,Missouri State,MVFC,2,9,False,0.0
2011,TCU,Mountain West,11,2,True,0.0
2011,UT Martin,OVC,5,6,False,0.0
2011,Tennessee,SEC,5,7,False,0.0
2011,Tennessee State,OVC,5,6,False,0.0
2011,Tennessee Tech,OVC,7,4,False,0.0
2011,UTSA,FCS Independents,4,6,False,
2011,UTEP,Conference USA,5,7,False,0.0
2011,Texas Southern,SWAC,4,7,False,
2011,Texas Tech,Big 12,5,7,False,0.0
2011,The Citadel,Southern,4,7,False,0.0
2011,Toledo,Mid-American,9,4,True,0.0
2011,Troy,Sun Belt,3,9,False,0.0
2011,Tulane,Conference USA,2,11,False,0.0
2011,Valparaiso,Pioneer,1,10,False,
2011,VMI,Big South,1,9,False,0.0
2011,Wagner,NEC,4,7,False,
2011,Weber State,Big Sky,5,6,False,0.0
2011,Western Illinois,MVFC,2,9,False,0.0
2011,Western Michigan,Mid-American,7,6,True,0.0
2011,Western Carolina,Southern,1,10,False,0.0
2011,William & Mary,CAA,5,6,False,0.0
2011,Wofford,Southern,8,4,False,0.0
2011,Wyoming,Mountain West,8,5,True,0.0
2011,Youngstown State,MVFC,6,5,False,0.0
2011,Grambling,SWAC,7,4,False,0.0
2011,Bryant,NEC,7,4,False,
2011,Incarnate Word,FCS Independents,0,1,False,
2012,St. Francis (PA),NEC,5,5,False,
2012,Valparaiso,Pioneer,1,10,False,
2012,Delaware State,MEAC,4,5,False,27112.0
2012,Morehead State,Pioneer,4,7,False,
2012,Illinois,Big Ten,2,10,False,58485.166666666664
2012,Tennessee,SEC,5,7,False,79704.83333333333
2012,Stony Brook,Big South,4,1,False,32759.0
2012,Louisiana Tech,Western Athletic,9,3,False,26198.416666666668
2012,UConn,Big East,5,7,False,35270.333333333336
2012,App State,Southern,8,4,False,49023.0
2012,Tennessee State,OVC,8,3,False,
2012,Eastern Washington,Big Sky,2,1,False,22367.0
2012,Kansas State,Big 12,11,2,True,53286.75
2012,Texas Tech,Big 12,8,5,True,52381.25
2012,Akron,Mid-American,1,11,False,18468.666666666668
2012,South Carolina State,MEAC,5,4,False,65347.0
2012,Central Connecticut,NEC,1,8,False,
2012,Northern Arizona,Big Sky,1,1,False,31957.5
2012,Robert Morris,NEC,4,6,False,
2012,Boston College,ACC,2,10,False,41448.083333333336
2012,Purdue,Big Ten,6,7,True,53735.333333333336
2012,Howard,MEAC,6,3,False,50855.0
2012,Colorado State,Mountain West,4,8,False,25049.333333333332
2012,Duquesne,NEC,5,5,False,
2012,Morgan State,MEAC,2,7,False,12751.5
2012,William & Mary,CAA,2,8,False,31321.0
2012,Dartmouth,Ivy,6,4,False,
2012,Michigan,Big Ten,8,5,True,94640.33333333333
2012,Mississippi Valley State,SWAC,5,6,False,
2012,San Diego State,Mountain West,9,4,True,30910.25
2012,Savannah St,MEAC,1,8,False,63455.0
2012,Coastal Carolina,Big South,3,4,False,19023.0
2012,Montana State,Big Sky,2,0,False,
2012,Bethune-Cookman,MEAC,8,3,False,39435.0
2012,Arkansas-Pine Bluff,SWAC,9,2,False,
2012,Rhode Island,CAA,0,10,False,15338.0
2012,Georgia Southern,Southern,9,3,False,92746.0
2012,Wisconsin,Big Ten,8,6,True,70169.38461538461
2012,Texas Southern,SWAC,2,9,False,22259.0
2012,Idaho,Western Athletic,1,11,False,26771.916666666668
2012,Alabama State,SWAC,7,4,False,
2012,Louisiana,Sun Belt,9,4,True,28874.583333333332
2012,Colorado,Pac-12,1,11,False,48504.5
2012,Iowa,Big Ten,4,8,False,67785.5
2012,San José State,Western Athletic,11,2,True,18016.583333333332
2012,North Carolina Central,MEAC,4,5,False,22829.0
2012,Old Dominion,CAA,10,1,False,
2012,Southern Utah,Big Sky,0,2,False,37377.0
2012,Florida,SEC,11,2,True,84260.33333333333
2012,South Carolina,SEC,11,2,True,76148.16666666667
2012,Southern Illinois,MVFC,6,5,False,17725.0
2012,Oklahoma State,Big 12,8,5,True,54035.166666666664
2012,Baylor,Big 12,8,5,True,51974.583333333336
2012,Bowling Green,Mid-American,8,5,True,25710.583333333332
2012,Bucknell,Patriot,3,8,False,
2012,Mississippi State,SEC,8,5,True,60297.0
2012,Middle Tennessee,Sun Belt,8,4,False,24089.416666666668
2012,Eastern Michigan,Mid-American,2,10,False,16134.583333333334
2012,Tulane,Conference USA,2,10,False,20138.583333333332
2012,Butler,Pioneer,8,3,False,
2012,North Carolina,ACC,8,4,False,47792.916666666664
2012,Brown,Ivy,7,3,False,
2012,Hampton,MEAC,2,7,False,
2012,Alabama,SEC,13,1,True,93810.69230769231
2012,Wyoming,Mountain West,4,8,False,26169.25
2012,Maryland,ACC,4,8,False,41398.666666666664
2012,Indiana State,MVFC,7,4,False,41882.0
2012,Oklahoma,Big 12,10,3,True,71601.75
2012,Montana,Big Sky,1,1,False,
2012,Towson,CAA,6,4,False,53637.5
2012,BYU,FBS Independents,8,5,True,50703.75
2012,North Carolina A&T,MEAC,6,3,False,
2012,Syracuse,Big East,8,5,True,39849.166666666664
2012,Washington State,Pac-12,3,9,False,39402.5
2012,Murray State,OVC,5,6,False,70047.0
2012,Arizona State,Pac-12,8,5,True,57236.666666666664
2012,Incarnate Word,FCS Independents,0,1,False,
2012,Florida A&M,MEAC,3,6,False,84852.0
2012,Iowa State,Big 12,6,7,True,58191.583333333336
2012,Tulsa,Conference USA,11,3,True,26236.384615384617
2012,Princeton,Ivy,5,5,False,
2012,UAlbany,NEC,8,2,False,
2012,Dayton,Pioneer,6,5,False,
2012,Miami (OH),Mid-American,4,8,False,24275.083333333332
2012,UNLV,Mountain West,2,11,False,19589.53846153846
2012,Georgetown,Patriot,5,6,False,
2012,Harvard,Ivy,8,2,False,
2012,Kansas,Big 12,1,11,False,45535.333333333336
2012,Southeast Missouri State,OVC,3,8,False,15250.0
2012,Arkansas State,Sun Belt,10,3,True,30954.666666666668
2012,The Citadel,Southern,7,4,False,55145.0
2012,Georgia Tech,ACC,7,7,True,53485.307692307695
2012,Prairie View A&M,SWAC,3,8,False,
2012,Nevada,Mountain West,7,6,True,25961.333333333332
2012,West Virginia,Big 12,7,6,True,58974.166666666664
2012,New Mexico,Mountain West,4,9,False,31190.384615384617
2012,Duke,ACC,6,7,True,37412.666666666664
2012,Michigan State,Big Ten,7,6,True,70611.83333333333
2012,Stephen F. Austin,Southland,5,6,False,18655.0
2012,Florida State,ACC,12,2,True,68656.53846153847
2012,Western Carolina,Southern,1,10,False,63221.5
2012,Norfolk State,MEAC,4,5,False,23673.0
2012,UCLA,Pac-12,9,5,True,55570.38461538462
2012,Northwestern,Big Ten,10,3,True,51728.166666666664
2012,Cincinnati,Big East,10,3,True,31724.166666666668
2012,Cal Poly,Big Sky,2,1,False,21728.0
2012,Elon,Southern,3,8,False,50500.0
2012,Lamar,Southland,4,8,False,28622.5
2012,Portland State,Big Sky,0,1,False,54922.0
2012,Hawai'i,Mountain West,3,9,False,38253.5
2012,Sacramento State,Big Sky,1,1,False,29480.5
2012,Buffalo,Mid-American,4,8,False,22126.75
2012,Jacksonville State,OVC,6,5,False,76876.5
2012,Massachusetts,Mid-American,1,11,False,23530.833333333332
2012,Louisville,Big East,11,2,True,43440.833333333336
2012,Northern Illinois,Mid-American,12,2,True,17467.846153846152
2012,Eastern Kentucky,OVC,8,3,False,40572.0
2012,Pennsylvania,Ivy,6,4,False,
2012,Stanford,Pac-12,12,2,True,51730.769230769234
2012,Ohio,Mid-American,9,4,True,26471.583333333332
2012,UTSA,Western Athletic,8,4,False,23307.333333333332
2012,Southern,SWAC,4,7,False,28450.0
2012,Maine,CAA,5,6,False,30685.0
2012,Villanova,CAA,7,4,False,32709.0
2012,NC State,ACC,7,6,True,48023.666666666664
2012,North Dakota State,MVFC,11,1,False,23567.0
2012,Ole Miss,SEC,7,6,True,64266.0
2012,Weber State,Big Sky,0,3,False,43988.5
2012,Clemson,ACC,11,2,True,68136.33333333333
2012,Yale,Ivy,2,8,False,
2012,Lehigh,Patriot,10,1,False,
2012,Virginia Tech,ACC,7,6,True,57902.916666666664
2012,UC Davis,Big Sky,0,2,False,7462.0
2012,UL Monroe,Sun Belt,8,5,True,28242.416666666668
2012,Georgia State,CAA,1,10,False,49658.5
2012,Sacred Heart,NEC,2,8,False,
2012,Southern Miss,Conference USA,0,12,False,29121.583333333332
2012,Monmouth,NEC,4,5,False,
2012,Indiana,Big Ten,4,8,False,44388.666666666664
2012,Central Michigan,Mid-American,7,6,True,16536.916666666668
2012,McNeese,Southland,7,4,False,22237.0
2012,Idaho State,Big Sky,0,2,False,60102.5
2012,Holy Cross,Patriot,2,9,False,
2012,Pittsburgh,Big East,6,7,True,40781.666666666664
2012,Furman,Southern,3,8,False,81500.0
2012,Troy,Sun Belt,5,7,False,26224.583333333332
2012,South Dakota,MVFC,1,10,False,28641.0
2012,Kentucky,SEC,2,10,False,58931.083333333336
2012,Missouri State,MVFC,3,8,False,48780.0
2012,Texas,Big 12,9,4,True,80683.16666666667
2012,Houston,Conference USA,5,7,False,29826.25
2012,UTEP,Conference USA,3,9,False,35595.916666666664
2012,Utah,Pac-12,5,7,False,47822.833333333336
2012,Nebraska,Big Ten,10,4,True,77551.23076923077
2012,Wagner,NEC,8,4,False,14510.0
2012,San Diego,Pioneer,8,3,False,
2012,Charleston Southern,Big South,0,3,False,45369.0
2012,Davidson,Pioneer,2,9,False,
2012,SE Louisiana,Southland,5,6,False,39192.5
2012,Marist,Pioneer,4,7,False,
2012,Air Force,Mountain West,6,7,True,37125.25
2012,Ball State,Mid-American,9,4,True,23579.0
2012,South Dakota State,MVFC,9,4,False,46601.0
2012,Western Illinois,MVFC,3,8,False,55783.0
2012,Boise State,Mountain West,11,2,True,35173.666666666664
2012,Western Michigan,Mid-American,4,8,False,18097.416666666668
2012,East Carolina,Conference USA,8,5,True,42612.25
2012,Fresno State,Mountain West,9,4,True,30749.583333333332
2012,Sam Houston,Southland,9,3,False,65978.5
2012,Fordham,Patriot,6,5,False,26317.0
2012,New Hampshire,CAA,8,4,False,47022.0
2012,Memphis,Conference USA,4,8,False,24554.416666666668
2012,Marshall,Conference USA,5,7,False,29214.416666666668
2012,Texas A&M,SEC,11,2,True,74339.58333333333
2012,TCU,Big 12,7,6,True,50046.916666666664
2012,Texas State,Western Athletic,4,8,False,21863.5
2012,Alabama A&M,SWAC,7,4,False,74832.0
2012,California,Pac-12,3,9,False,57993.166666666664
2012,UT Martin,OVC,8,3,False,27543.0
2012,Virginia,ACC,4,8,False,42465.916666666664
2012,Eastern Illinois,OVC,7,5,False,22536.0
2012,North Dakota,Big Sky,0,1,False,24826.0
2012,Utah State,Western Athletic,11,2,True,29201.166666666668
2012,Bryant,NEC,4,7,False,
2012,Alcorn State,SWAC,4,7,False,21559.0
2012,Missouri,SEC,5,7,False,71332.83333333333
2012,Ohio State,Big Ten,12,0,False,96346.0
2012,Oregon State,Pac-12,9,4,True,47851.5
2012,Wake Forest,ACC,5,7,False,40511.666666666664
2012,Notre Dame,FBS Independents,12,1,True,74999.83333333333
2012,Navy,FBS Independents,8,5,True,40884.25
2012,USC,Pac-12,7,6,True,71739.58333333333
2012,Washington,Pac-12,7,6,True,55780.083333333336
2012,UCF,Conference USA,10,4,True,33270.692307692305
2012,South Florida,Big East,3,9,False,36665.333333333336
2012,Jackson State,SWAC,7,4,False,55082.0
2012,Colgate,Patriot,8,4,False,
2012,Temple,Big East,4,7,False,36772.09090909091
2012,Arkansas,SEC,4,8,False,69606.25
2012,Northwestern State,Southland,4,7,False,34818.0
2012,Western Kentucky,Sun Belt,7,6,True,27919.25
2012,Austin Peay,OVC,2,9,False,40979.5
2012,Vanderbilt,SEC,9,4,True,45784.083333333336
2012,SMU,Conference USA,7,6,True,24574.5
2012,Army,FBS Independents,2,10,False,33628.916666666664
2012,Nicholls,Southland,1,10,False,22267.666666666668
2012,Richmond,CAA,6,3,False,50081.0
2012,Rice,Conference USA,7,6,True,23208.416666666668
2012,UAB,Conference USA,3,9,False,30321.166666666668
2012,Tennessee Tech,OVC,3,8,False,57091.0
2012,Cornell,Ivy,4,6,False,
2012,Gardner-Webb,Big South,0,3,False,36452.0
2012,Rutgers,Big East,9,4,True,45533.916666666664
2012,Campbell,Pioneer,1,9,False,
2012,South Alabama,Sun Belt,2,11,False,23918.23076923077
2012,Lafayette,Patriot,5,6,False,
2012,Delaware,CAA,4,6,False,
2012,Florida Atlantic,Sun Belt,3,9,False,29662.166666666668
2012,Drake,Pioneer,8,3,False,
2012,Jacksonville,Pioneer,6,4,False,
2012,Arizona,Pac-12,8,5,True,51391.083333333336
2012,VMI,Big South,0,3,False,35671.0
2012,Georgia,SEC,12,2,True,85084.0
2012,Minnesota,Big Ten,6,7,True,52156.916666666664
2012,Youngstown State,MVFC,7,4,False,40837.0
2012,Liberty,Big South,0,3,False,27652.0
2012,James Madison,CAA,7,4,False,45511.0
2012,Columbia,Ivy,3,7,False,
2012,Northern Iowa,MVFC,5,6,False,75076.5
2012,Central Arkansas,Southland,9,3,False,50544.0
2012,Penn State,Big Ten,8,4,False,81344.91666666667
2012,Miami,ACC,7,5,False,46703.833333333336
2012,Chattanooga,Southern,6,5,False,41285.0
2012,Toledo,Mid-American,9,4,True,20050.25
2012,Northern Colorado,Big Sky,0,1,False,45273.0
2012,Grambling,SWAC,1,10,False,45112.0
2012,Illinois State,MVFC,9,3,False,7654.0
2012,Samford,Southern,7,4,False,46749.0
2012,Oregon,Pac-12,12,1,True,61074.166666666664
2012,LSU,SEC,10,3,True,89758.0
2012,Presbyterian,Big South,1,3,False,38584.5
2012,Kent State,Mid-American,11,3,True,21917.923076923078
2012,Auburn,SEC,3,9,False,75756.83333333333
2012,North Texas,Sun Belt,4,8,False,26300.166666666668
2012,New Mexico State,Western Athletic,1,11,False,22153.833333333332
2012,Florida International,Sun Belt,3,9,False,18267.083333333332
2012,Wofford,Southern,9,3,False,79982.0
2013,Stony Brook,CAA,5,6,False,24013.0
2013,Ohio,Mid-American,7,6,True,19223.666666666668
2013,Marshall,Conference USA,10,4,True,25504.076923076922
2013,USC,Pac-12,10,4,True,63652.92307692308
2013,Louisiana,Sun Belt,9,4,True,28586.416666666668
2013,Pennsylvania,Ivy,4,6,False,
2013,Morgan State,MEAC,5,7,False,22609.0
2013,Youngstown State,MVFC,8,4,False,71626.0
2013,Texas Tech,Big 12,8,5,True,59725.666666666664
2013,Alabama State,SWAC,8,3,False,53797.0
2013,Indiana,Big Ten,5,7,False,60081.666666666664
2013,Florida International,Conference USA,1,11,False,21628.5
2013,Valparaiso,Pioneer,1,10,False,
2013,Portland State,Big Sky,6,6,False,43594.0
2013,UTSA,Conference USA,7,5,False,28603.75
2013,Tulsa,Conference USA,3,9,False,27201.0
2013,Southeast Missouri State,OVC,0,3,False,60815.0
2013,Washington,Pac-12,9,4,True,62588.5
2013,James Madison,CAA,6,6,False,19653.0
2013,St. Francis (PA),NEC,4,5,False,
2013,Central Arkansas,Southland,7,5,False,35168.0
2013,Ball State,Mid-American,10,3,True,15496.75
2013,Oregon State,Pac-12,7,6,True,44373.333333333336
2013,Delaware State,MEAC,5,6,False,
2013,Southern Illinois,MVFC,7,5,False,42175.0
2013,Gardner-Webb,Big South,7,5,False,26317.0
2013,South Carolina State,MEAC,9,4,False,81428.0
2013,Eastern Kentucky,OVC,2,2,False,53647.0
2013,Western Carolina,Southern,2,10,False,55172.333333333336
2013,New Hampshire,CAA,8,5,True,18210.0
2013,Texas State,Sun Belt,6,6,False,22459.083333333332
2013,Fresno State,Mountain West,11,2,True,31158.333333333332
2013,TCU,Big 12,4,8,False,54397.25
2013,Western Illinois,MVFC,4,8,False,27572.0
2013,UAB,Conference USA,2,10,False,25221.0
2013,Southern Miss,Conference USA,1,11,False,32750.416666666668
2013,Alabama,SEC,11,2,True,90481.91666666667
2013,UAlbany,CAA,1,11,False,20118.0
2013,Marist,Pioneer,8,3,False,
2013,Arkansas-Pine Bluff,SWAC,2,9,False,30451.0
2013,Hampton,MEAC,4,8,False,
2013,Alcorn State,SWAC,8,3,False,55085.0
2013,Murray State,OVC,1,2,False,37066.0
2013,Bowling Green,Mid-American,10,4,True,18829.076923076922
2013,Furman,Southern,8,5,False,92554.0
2013,McNeese,Southland,10,2,False,35470.0
2013,Rice,Conference USA,10,4,True,24949.53846153846
2013,Bryant,NEC,5,6,False,
2013,Alabama A&M,SWAC,3,8,False,49194.0
2013,Abilene Christian,FCS Independents,6,5,False,15628.0
2013,South Dakota State,MVFC,9,4,False,90614.0
2013,App State,Southern,4,8,False,92746.0
2013,Morehead State,Pioneer,3,9,False,
2013,Akron,Mid-American,5,7,False,25113.083333333332
2013,Florida State,ACC,14,0,True,69693.61538461539
2013,Sam Houston,Southland,9,4,False,86800.0
2013,Buffalo,Mid-American,8,5,True,23849.666666666668
2013,Cincinnati,American Athletic,9,4,True,30803.25
2013,Air Force,Mountain West,2,10,False,30398.333333333332
2013,Minnesota,Big Ten,8,5,True,51225.666666666664
2013,Campbell,Pioneer,3,9,False,20118.0
2013,Wagner,NEC,2,8,False,33299.0
2013,Notre Dame,FBS Independents,9,4,True,74071.25
2013,Delaware,CAA,7,5,False,36208.0
2013,Texas A&M,SEC,9,4,True,82553.25
2013,Central Connecticut,NEC,4,6,False,
2013,Kansas State,Big 12,8,5,True,56283.583333333336
2013,Georgia Tech,ACC,7,6,True,49449.25
2013,Kentucky,SEC,2,10,False,60556.25
2013,Towson,CAA,11,3,True,30689.0
2013,Navy,FBS Independents,9,4,True,37501.583333333336
2013,Northwestern,Big Ten,5,7,False,50867.5
2013,Jacksonville State,OVC,3,0,False,15425.0
2013,Georgia State,Sun Belt,0,12,False,24629.5
2013,North Carolina Central,MEAC,5,7,False,22521.0
2013,Vanderbilt,SEC,9,4,True,51610.75
2013,UC Davis,Big Sky,5,7,False,27052.0
2013,West Virginia,Big 12,4,8,False,52386.166666666664
2013,Howard,MEAC,6,6,False,13893.0
2013,Montana,Big Sky,10,2,False,
2013,Duquesne,NEC,6,3,False,
2013,Missouri State,MVFC,5,7,False,64201.0
2013,Presbyterian,Big South,3,8,False,26202.0
2013,Kansas,Big 12,3,9,False,44143.083333333336
2013,UCF,American Athletic,12,1,True,39952.916666666664
2013,Lafayette,Patriot,5,7,False,
2013,UL Monroe,Sun Belt,6,6,False,25915.25
2013,Florida A&M,MEAC,3,9,False,103595.0
2013,Central Michigan,Mid-American,6,6,False,25063.416666666668
2013,Duke,ACC,10,4,True,37478.61538461538
2013,Troy,Sun Belt,6,6,False,25113.833333333332
2013,Chattanooga,Southern,8,4,False,57565.5
2013,California,Pac-12,1,11,False,53463.833333333336
2013,Lamar,Southland,5,7,False,37716.5
2013,Washington State,Pac-12,6,7,True,46400.75
2013,Idaho,FBS Independents,1,11,False,26134.75
2013,UTEP,Conference USA,2,10,False,28307.583333333332
2013,Rhode Island,CAA,3,9,False,20118.0
2013,New Mexico State,FBS Independents,2,10,False,28521.916666666668
2013,Boston College,ACC,7,6,True,38758.083333333336
2013,Holy Cross,Patriot,3,9,False,
2013,The Citadel,Southern,5,7,False,50836.0
2013,East Carolina,Conference USA,10,3,True,37530.0
2013,Colorado,Pac-12,4,8,False,48063.416666666664
2013,Tennessee State,OVC,3,1,False,
2013,Nevada,Mountain West,4,8,False,33218.916666666664
2013,Houston,American Athletic,8,5,True,32506.25
2013,North Dakota State,MVFC,13,0,True,53351.0
2013,Illinois,Big Ten,4,8,False,51812.333333333336
2013,Kent State,Mid-American,4,8,False,29225.833333333332
2013,VMI,Big South,2,10,False,40165.0
2013,Villanova,CAA,6,5,False,30922.0
2013,North Texas,Conference USA,9,4,True,27123.75
2013,Stanford,Pac-12,11,3,True,52921.07692307692
2013,Miami (OH),Mid-American,0,12,False,22271.833333333332
2013,Coastal Carolina,Big South,11,2,False,81411.0
2013,Houston Christian,FCS Independents,3,4,False,
2013,Davidson,Pioneer,0,11,False,
2013,UNLV,Mountain West,7,6,True,24030.416666666668
2013,Illinois State,MVFC,5,6,False,16327.0
2013,Jacksonville,Pioneer,5,6,False,
2013,Monmouth,FCS Independents,6,6,False,
2013,Utah,Pac-12,5,7,False,47917.5
2013,Sacramento State,Big Sky,5,7,False,34439.5
2013,Jackson State,SWAC,7,3,False,20992.0
2013,Western Michigan,Mid-American,1,11,False,26334.083333333332
2013,Savannah St,MEAC,1,11,False,31296.0
2013,Southern Utah,Big Sky,8,5,False,23183.5
2013,Bucknell,Patriot,6,5,False,
2013,Northern Iowa,MVFC,7,5,False,56800.0
2013,UCLA,Pac-12,10,3,True,67221.0
2013,Arkansas,SEC,3,9,False,68793.25
2013,Wyoming,Mountain West,5,7,False,28084.833333333332
2013,Clemson,ACC,11,2,True,70790.66666666667
2013,Idaho State,Big Sky,3,9,False,62869.0
2013,Louisville,American Athletic,12,1,True,46294.416666666664
2013,Baylor,Big 12,11,2,True,48306.666666666664
2013,Wisconsin,Big Ten,9,4,True,74551.91666666667
2013,Incarnate Word,FCS Independents,6,5,False,
2013,Army,FBS Independents,3,9,False,34136.666666666664
2013,Virginia Tech,ACC,8,5,True,57406.833333333336
2013,Eastern Illinois,OVC,3,1,False,33286.5
2013,Colgate,Patriot,4,8,False,32095.0
2013,Austin Peay,OVC,0,4,False,49959.333333333336
2013,Charleston Southern,Big South,10,3,False,36730.0
2013,Drake,Pioneer,6,5,False,
2013,Middle Tennessee,Conference USA,8,5,True,24729.083333333332
2013,Northern Arizona,Big Sky,9,3,False,53793.0
2013,Samford,Southern,8,5,False,32482.0
2013,Hawai'i,Mountain West,1,11,False,28090.583333333332
2013,SE Louisiana,Southland,10,2,False,41170.0
2013,Penn State,Big Ten,7,5,False,79192.75
2013,Georgia,SEC,8,5,True,84180.75
2013,Eastern Michigan,Mid-American,2,10,False,21935.083333333332
2013,Georgia Southern,Southern,7,4,False,82459.0
2013,NC State,ACC,3,9,False,49976.916666666664
2013,Temple,American Athletic,2,10,False,29256.5
2013,Arizona,Pac-12,8,5,True,49649.0
2013,Dartmouth,Ivy,6,4,False,
2013,Oklahoma,Big 12,11,2,True,73714.33333333333
2013,North Carolina,ACC,7,6,True,51940.083333333336
2013,New Mexico,Mountain West,3,9,False,28935.166666666668
2013,Florida,SEC,4,8,False,82694.33333333333
2013,Bethune-Cookman,MEAC,10,3,False,44899.0
2013,North Carolina A&T,MEAC,7,4,False,
2013,Utah State,Mountain West,9,5,True,27515.923076923078
2013,Ole Miss,SEC,8,5,True,66751.0
2013,San José State,Mountain West,6,6,False,23665.583333333332
2013,Robert Morris,NEC,4,5,False,
2013,Charlotte,FCS Independents,5,6,False,
2013,San Diego State,Mountain West,8,5,True,33338.916666666664
2013,Iowa State,Big 12,3,9,False,52295.583333333336
2013,Harvard,Ivy,9,1,False,
2013,Missouri,SEC,12,2,True,62723.0
2013,Tulane,Conference USA,7,6,True,21515.083333333332
2013,Western Kentucky,Sun Belt,8,4,False,27312.916666666668
2013,Virginia,ACC,2,10,False,46205.666666666664
2013,Eastern Washington,Big Sky,10,3,True,31054.0
2013,UT Martin,OVC,2,2,False,28890.0
2013,Pittsburgh,ACC,7,6,True,46714.916666666664
2013,Maine,CAA,10,2,False,24175.0
2013,Mercer,Pioneer,10,2,False,
2013,Tennessee,SEC,5,7,False,86644.33333333333
2013,Auburn,SEC,12,2,True,85362.07692307692
2013,Northern Illinois,Mid-American,12,2,True,25368.076923076922
2013,Stetson,Pioneer,2,9,False,
2013,SMU,American Athletic,5,7,False,27909.75
